Symbol,Name,IPOyear,MarketCap,Negotiable Cap.,Industry
300438,GREAT POWER,2015/4/24,84000000,21000000,C Manufacturing
300439,MEDICALSYSTEM,2015/4/22,340020000,85020000,C Manufacturing
300440,YUNDA,2015/4/23,112000000,28000000,I IT
300441,BSC,2015/4/23,168960000,42240000,C Manufacturing
300442,PRECISE,2015/4/24,100000000,25000000,C Manufacturing
300443,JINLEI WIND,2015/4/22,56260000,11260000,C Manufacturing
300444,SOJO,2015/4/23,283391200,68972800,C Manufacturing
300445,CONST,2015/4/24,81600000,20400000,C Manufacturing
300446,LUCKY INNOVATIVE,2015/4/23,61400000,15400000,C Manufacturing
300447,QXGF,2015/4/22,81000000,20250000,C Manufacturing
300448,HAOYUN TECHNOLOGIES,2015/4/24,80688500,20000000,I IT
300449,HBGK,2015/4/22,70700000,17700000,C Manufacturing
300450,LEAD INTELLIGENT,2015/5/18,136000000,34000000,C Manufacturing
300451,B-SOFT,2015/5/14,70067500,17000000,I IT
300452,SUNHERE,2015/5/15,46400000,11600000,C Manufacturing
300453,SXYL,2015/5/15,79360000,19859700,C Manufacturing
300455,CTROWELL,2015/5/15,140000000,35000000,C Manufacturing
300456,NAVTECH,2015/5/14,84000000,21000000,C Manufacturing
300457,YINGHE TECHNOLOGY,2015/5/14,117000000,29250000,C Manufacturing
300458,ALLWINNERTECH,2015/5/15,160000000,40000000,C Manufacturing
300459,ZHEJIANG JINKE,2015/5/15,265000000,66250000,C Manufacturing
300460,FAILONG CRYSTAL,2015/5/15,168274200,42080000,C Manufacturing
300461,TANAC AUTOMATION,2015/5/19,66680000,16680000,C Manufacturing
300462,HMZN,2015/5/27,137760000,34440000,C Manufacturing
300463,MAKER BIOTECHNOLOGY,2015/5/28,186000000,37500000,C Manufacturing
300464,SACA,2015/6/10,84215000,20670000,C Manufacturing
300465,GIT,2015/5/28,133340000,33340000,I IT
300466,SAIMO ELECTRIC,2015/5/28,80000000,20000000,C Manufacturing
300467,XYKJ,2015/5/27,160000000,40000000,I IT
300468,FORMS SYNTRON,2015/5/27,100000000,25000000,I IT
300469,CES,2015/6/11,66800000,16700000,I IT
300470,SICHUAN SUNNY SEAL,2015/6/12,53340000,13340000,C Manufacturing
300471,HOUPU,2015/6/11,147968000,29600000,C Manufacturing
300472,NEWU,2015/6/11,66670000,16670000,C Manufacturing
300473,DARE AUTO,2015/6/12,100000000,25000000,C Manufacturing
300475,JULONG TECH,2015/6/10,200000000,50000000,C Manufacturing
300476,VGT,2015/6/11,149560000,36670000,C Manufacturing
300477,HEZONG,2015/6/10,108180000,26000000,C Manufacturing
300478,HZGX,2015/6/10,66670000,16670000,C Manufacturing
300479,SYNTHESISELECTRONIC,2015/6/12,80000000,20000000,C Manufacturing
300480,GL TECH,2015/7/2,92000000,23000000,C Manufacturing
300481,HUICHENG,2015/6/30,80000000,20000000,C Manufacturing
300482,WONDFO BIOTECH,2015/6/30,88000000,22000000,C Manufacturing
300483,WSGF,2015/6/30,61500000,15500000,C Manufacturing
300485,SCIENCE SUN,2015/6/26,120000000,29999800,C Manufacturing
300486,OMH,2015/6/30,138860881,34720000,C Manufacturing
300487,SUNRESIN,2015/7/2,80000000,19999500,C Manufacturing
300488,EST TOOLS,2015/7/1,62510000,12510000,C Manufacturing
300489,ZHONGFEI CD. LTD,2015/7/1,45375000,11350000,C Manufacturing
300490,HNAC,2015/12/31,100000000,25000000,C Manufacturing
300491,TONHE TECH.,2015/12/31,80000000,20000000,C Manufacturing
300492,CENDES,2015/12/23,83200000,20800000,M Research & Development
300493,FORTUNE TECH,2015/12/10,120000000,30000000,I IT
300494,CENTURY,2015/12/31,120000000,30000000,I IT
300495,MISHO ECOLOGY,2015/12/22,66700000,16700000,E Construction
300496,THUNDERSOFT,2015/12/10,100000000,25000000,I IT
300497,FUSHINE,2015/12/22,72000000,18000000,C Manufacturing
300498,WENS,2015/11/2,3625247380,254963598,A Agriculture
